SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.20.191,23.15.4.17,63919,443,2020-01-13 11:48:03,1.655435,13147,7941.719245998785817624974705,1210089,730979.4706527287389719318487,343148.3860284506,585.7886871803266,1199.2509803921569,1514.0,1514,-1.6119243670761714,-0.5373081223587238,0.48846212907724523,0.1144385638954682660515186467,0.3382876939758055491828403241,0.5228928274509803921568627451,0.574549,0.292127,-0.4580968223400471214510545236,0.6821585046114177,0.6469541676922676641143993181,0.001488384766164638976912630149,0.03857959002069149745350445770,0.006821484042553191489361702128,0.0008815,2.9e-05,0.4619010237823198901471511859,0.176064184168628,5.655600713866313735981858043,False
23.15.4.17,192.168.20.191,443,63915,2020-01-13 11:48:03,1.966859,1407161,715435.6260413176541887344238,48636,24727.75120128082389230748112,495536.2201803489,703.9433359158597,882.3012121212121,1514.0,1514,-2.6921149287829595,-0.8973716429276533,0.7978492222893498,0.2677788644985811500459136822,0.5174735399018786062339398786,1.155385901212121212121212121,0.956079,0.490196,1.155461405330481477173796626,1.2854568396642116,0.4478793962770313273984977372,0.000005641014798855164408906701826,0.002375082061499173634164703396,0.0001324409799554565701559020045,0.000017,1.4e-05,0.1458151469712871675122252774,0.04986816324177681,17.93313566766099891938169415,False
192.168.20.191,216.58.193.67,63913,443,2020-01-13 11:48:03,0.292762,3509,11985.84515749994876384230194,119738,408994.3366967024408905527357,474855.20054577856,689.0973810324479,919.7537313432836,1484.0,1484,-2.4564580457902547,-0.8188193485967515,0.7492194459771679,0.005274653659225439964357317887,0.07262681088431076060171028144,0.1886033432835820895522388060,0.1981075,0.163654,-0.3925887671795478836954265088,0.34352800267279504,0.3850770066949970150031835633,0.00004214589882450922070196311717,0.006491987278523366045457090709,0.004920170731707317073170731707,0.004854,0.004922,0.03057803205786684472862104783,-0.00028177324048905887,1.319463821994368665888754203,False
192.168.20.191,151.101.138.2,63777,443,2020-01-13 11:48:03,0.301294,689,2286.802923390442557767496200,15410,51146.05667553950626298565521,461977.14749999996,679.6890079293618,804.95,927.0,1514,-0.5387022531311155,-1.0431976856004852,0.8443866177145931,0.0057405344348475,0.07576631464475159491258464057,0.10043495,0.0939385,0.093938,0.2572297476969872114064536596,0.08574984847108505,0.7543819621033474394380107778,0.00010915917675,0.01044792691159351477974019971,0.0171245,0.019981,0.000868,-0.8202105616273862646640346832,1.5559546058808105,0.6101157354429918993103564898,False
192.168.20.191,52.197.99.161,63921,443,2020-01-13 11:48:03,1.233523,2462,1995.909277735396907880923177,11662,9454.221769679203387370969167,301732.62434963573,549.3019427870574,455.61290322580646,123.0,54,1.8165577653240557,0.7311332291819252,1.2056329811950426,0.09001762087757544224765868890,0.3000293666919547431381388886,0.8512488064516129032258064516,0.869944,1.034541,-0.1869336367421170157284234087,-0.6109141767331603,0.3524578999912044606829558360,0.00717234471925,0.08468969665343004403410054485,0.085402,0.0827315,6.6e-05,0.09459828428462700981174630051,1.0076314282859553,0.9916594067285314633626910945,False
192.168.20.144,1.1.1.1,34194,443,2020-03-29 12:21:32,120.687319,15965,132.2839891737092941802775485,43026,356.5080437324156649796819167,45755.05337481863,213.90430892064478,164.32033426183844,87.0,56,1.0844148206082622,0.5063962236591673,1.3017519096559047,455.3237891991940684972959549,21.33831739381514749750239338,27.40161717827298050139275766,26.245916,0.0,0.1624825177557754347928198162,1.2841507918621207,0.7787247466085510913244334700,0.01926115103221755002704164410,0.1387845489678788055362339830,0.06677005813953488372093023256,0.0150455,0.014994,1.118090418368683468642353573,0.37306788489486864,2.078544677583615632636499360,True
192.168.20.144,1.1.1.1,34196,443,2020-03-29 12:22:33,134.769390,4883,36.23226312740600814472781987,13467,99.92625179946277118268473279,67605.49517084652,260.01056742149257,165.3153153153153,68.0,56,1.1228233869152104,0.4204264326615183,1.572815966418838,782.1913686122493870627384140,27.96768436271135742779433590,15.65757168468468468468468468,6.291381,0.0,1.004679961688827053730841089,0.5598451227360299,1.786208291166100847287432077,0.013759420720609375,0.1173005572050251387892586583,0.044979125,0.0150095,1.5e-05,0.7664829318999033440874830991,0.38332405294042154,2.607888819647450651591347282,True
1.1.1.1,192.168.20.144,443,34194,2020-03-29 12:23:33,120.817038,496,4.105381229425604689961030165,448,3.708086271739255848997059504,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.346561433328734375,35.41675537698687517046516471,60.411958125,60.4085345,0.0,0.0002900004500884859870169703515,1.705745133396791,0.5862540542669568562418645275,0.0002617634655,0.01617910583128746333499761891,15.082174,15.0890015,15.039628,-1.265984672675207487116221454,2.6296879718608115,0.001072730352486814124740744863,True
1.1.1.1,192.168.20.144,443,34196,2020-03-29 12:24:48,120.816970,496,4.105383540077192798329572410,448,3.708088358779399946878323467,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.59650178605905859375,35.42028376207704887383764805,60.4086029375,60.408491,0.0,0.000009480796434486495554903646978,1.705480490875594,0.5863450243787894399331166133,1.87900234375E-7,0.0004334746063785051757527104505,15.088959625,15.0889415,15.088148,0.1254398739854217860474855022,1.8723703489340766,0.00002872793202125790536421495995,True
192.168.20.111,8.8.8.8,40278,443,2019-12-09 21:53:15,0.526423,2165,4112.662250699532505228684917,5047,9587.347057404406722350657171,370821.3136094675,608.9509944235805,277.38461538461536,97.0,66,0.8886656744293362,0.3471291077941458,2.195330817389503,0.03217580719907248520710059172,0.1793761611783251570851177099,0.1955026538461538461538461538,0.136758,0.0,0.9824826241167028331179903632,1.0899032098908432,0.9175126661936822191894425314,0.00008530332813888888888888888888,0.009235980085453242730421254471,0.02076383333333333333333333333,0.024881,0.000112,-1.337324234755955248725581911,2.236019690629278,0.4448109333754963067395031973,True
192.168.20.111,8.8.8.8,40332,443,2019-12-09 21:53:18,1.314779,7173,5455.669736130558823954444055,10219,7772.408899138182158370342088,8434.544982698962,91.83977886895723,127.88235294117646,105.0,66,0.74746541933076,0.6738077301936245,0.7181583444214686,0.1673981646303163927335640135,0.4091432079728519613269823576,0.5623083088235294117647058824,0.4508505,0.0,0.8172527857110976299678276115,1.3743557215810864,0.7276136623854412443622238406,0.0001769333317184,0.01330162891221973610505244397,0.02274504,0.025220,1.2e-05,-0.5581932896338000607627729937,1.7090418136019385,0.5848144875638704572536449252,True
192.168.20.111,3.248.137.36,43660,443,2019-12-09 21:53:18,1.164517,1871,1606.674698608951178900780324,4570,3924.373796174723082617085023,525018.5850340137,724.5816620878655,306.7142857142857,66.0,66,0.9966341889774286,0.3322113963258096,2.3623994572031015,0.2111992933076643990929705216,0.4595642428514912202067423073,0.5673143809523809523809523810,0.339076,0.0,1.489922581027282929054252042,1.2344615356328088,0.8100697924843649825083621605,0.001940168891714285714285714286,0.04404734829378819387689596459,0.049899,0.052313,1.5e-05,-0.1644139836000367765623392795,1.132508582974901,0.8827300806386539585341582915,False
192.168.20.111,34.212.158.50,40958,443,2019-12-09 21:53:18,1.078365,2351,2180.152360286173976343816797,4501,4173.911430730782249052964442,221724.9536,470.8767923777939,274.08,97.0,66,1.1281932101970646,0.4418990346694624,1.7180268256632878,0.1354175962578816,0.3679912991605665667848010418,0.43417328,0.286912,0.0,1.200527950002522610565582061,1.1798465914558378,0.8475678170719454840353165948,0.001148951134024691358024691358,0.03389618170273299909790756866,0.05332944444444444444444444444,0.079901,2.2e-05,-2.351729978490155153874776603,1.5726681226796213,0.6355997527415478042798289833,False
192.168.20.111,99.86.58.120,53154,443,2019-12-09 21:53:18,0.803995,2574,3201.512447216711546713598965,20438,25420.55609798568399057208067,1182660.1616161615,1087.501798442725,697.3333333333334,78.0,66,1.7085029217060688,0.5805354384125035,1.5595150073270434,0.04479051973797979797979797979,0.2116377086862825539313018736,0.2746693333333333333333333333,0.255459,0.0,0.2723096954589897880587019576,1.2978279487068374,0.7705181576621193748044990108,0.00019841102085,0.01408584469778081856869667297,0.0184715,0.0268385,0.001771,-1.782001756980508610153926277,1.1856228971934577,0.7625717834383140821642353339,False
192.168.20.111,104.102.253.71,49330,443,2019-12-09 21:53:19,0.321871,2762,8581.077512419571816038102221,48842,151744.0216732790465745593732,3241146.040816327,1800.3183165252547,1053.142857142857,104.0,66,1.5816250633523052,0.5483157328800135,1.7094720856859444,0.007442623992977925864223240310,0.08627064386555791704851865161,0.1343059591836734693877551020,0.108563,0.0,0.8951930122530674672392460818,1.5567979229756606,0.6423441252340586245018097469,0.000102286050290657439446366782,0.01011365662313376345560297995,0.007750058823529411764705882353,0.000095,6e-06,2.270709529336617793218404869,0.7657031588175355,1.304978046415389475186151598,False
192.168.20.111,35.164.178.120,34588,443,2019-12-09 21:53:19,0.442620,2371,5356.739415299805702408386426,6338,14319.28064705616555962224933,864420.8055555555,929.7423328834476,483.8333333333333,74.0,66,1.3224093993729442,0.44940766764646484,1.921616947055007,0.02095787715275617283950617284,0.1447683568766191835149560583,0.2579512777777777777777777778,0.264441,0.0,-0.1344849598815266710653337431,1.7818208574241143,0.5612236470537492337095547650,0.0009250416632222222222222222222,0.03041449758293275214138226095,0.06791533333333333333333333333,0.0800775,1.2e-05,-1.199641713643646787323327200,2.2325975679255547,0.4478296150540293130866214937,False
192.168.20.111,8.8.8.8,40378,443,2019-12-09 21:53:19,95.406155,18744,196.4653119078113985413205259,31037,325.3144411909273568356255422,27944.79026408635,167.16695326554932,123.52605459057072,105.0,66,0.33247099792160906,0.3441233656941094,1.3532930669535843,431.2895221730536512631689132,20.76751121759787689324765218,18.21129692059553349875930521,5.097189,0.0,1.894416877861073959367271822,0.8769128245450869,1.140364209542455354447043098,0.0006176635532363403300753084439,0.02485283793123715539744353635,0.02448353164556962025316455696,0.024880,0.024855,-0.04785791733652252404009636127,-0.014946717773565982,1.015083864983766032553030672,True
104.102.253.71,192.168.20.111,443,49172,2019-12-09 21:53:19,0.022891,223,9741.819929229828316805731510,275,12013.45506967803940413262854,390.0,19.748417658131498,83.0,81.5,66,0.227866357593825,0.8608284620211167,0.2379327428690542,0.00007212877988888888888888888887,0.008492866411812262156234987496,0.003901666666666666666666666667,0.000108,0.0,1.340065820907154646496552079,0.45940516163542294,2.176727828742997562469454292,2.916E-9,0.000054,0.000072,0.000072,1.8e-05,0,1.0,0.75,False
192.168.20.111,172.217.13.174,39156,443,2019-12-09 21:53:21,20.953036,4549,217.1045761578417562018220176,22581,1077.695852763294063924674210,594482.9660238752,771.0272148399661,411.06060606060606,97.0,66,1.2219825708452807,0.4475336271135729,1.8757020338900758,41.48832222409873668503213958,6.441142928401661906800557127,3.754500257575757575757575758,1.913391,0.0,0.8575074073224857752996558896,0.5828934863439552,1.715579301241183568601379775,0.0001630290816115702479338842975,0.01276828420781626586416326343,0.01407054545454545454545454545,0.0110785,0.025036,0.7030025505025576418835339208,-0.8588040778996683,0.9074477069182491116568195184,False
192.168.20.111,13.225.189.71,54526,443,2019-12-09 21:53:21,116.047587,19430,167.4313141901003077297936406,591748,5099.184009745932933530104336,4417629.439055813,2101.815748122516,1427.9859813084113,573.0,66,1.2203533759876086,0.6480044611546132,1.4718742169980543,411.6050027167236641191370428,20.28805073723751470939750119,5.105673457943925233644859813,0.3305845,0.0,0.7060938016848803209309530353,0.2516591428161585,3.973628729755778872609723600,0.00009141808789838355001736044130,0.009561280662044366011382256031,0.004481627329192546583850931677,0.000746,1.7e-05,1.172110973801433825408173487,0.4669486742415041,2.133439476273235553623411002,False
192.168.20.111,172.217.13.100,41928,443,2019-12-09 21:53:22,26.702399,21714,813.1853621092247179738419758,440341,16490.69059300626883749284100,1416742.6573840727,1190.2699934821817,931.5625,105.0,66,2.0832983386782495,0.7271984547537512,1.2777135119567198,33.76851343022687771527055153,5.811068183236785745714118395,2.353486036290322580645161290,0.7595215,0.0,0.8228940804145643171953103117,0.40500058888991086,2.469132212229510296489199518,0.0001163780681971683521713265915,0.01078786671205982003957683923,0.005878112195121951219512195122,0.000797,0.000996,1.413007501133216401375985564,0.45255585051530245,1.835260429532513846832566987,False
192.168.20.111,172.217.13.99,41844,443,2019-12-09 21:53:22,0.211613,2238,10575.90979760222670629876236,13577,64159.57431726784271287680814,1485606.0879904877,1218.8544162411226,545.3448275862069,78.0,66,1.1502887170745253,0.39327488270869865,2.235016001959694,0.003339914800373365041617122473,0.05779199598883365303296009337,0.1476133793103448275862068966,0.174920,0.0,-1.417494943154303886660443018,2.5542183962441114,0.3915091996324452268965066028,0.0001766272738677685950413223141,0.01329011940758128008179695159,0.01196536363636363636363636364,0.007073,5e-06,1.104361101580354369757325911,0.8999440313185529,1.110715880559752626138828493,False
192.168.20.111,172.217.13.131,60764,443,2019-12-09 21:53:22,20.433224,8572,419.5128482906074929732087310,183401,8975.627145280646852400776304,1442121.265810028,1200.883535489611,1015.7301587301587,105.0,66,2.2751502501668806,0.7908595052416513,1.1822859892148192,16.32312697250186887265194143,4.040188977325425661833594915,1.205681227513227513227513228,0.310233,0.0,0.6649057006036441057313118576,0.2984219882485248,3.350959511626882986007749759,0.00007120539683321236754245899257,0.008438329030869344309136475628,0.004190361445783132530120481928,0.000923,1.4e-05,1.161614379042476699978807030,0.4949275419938051,2.013747296038400165780125006,False
1.1.1.1,192.168.20.144,443,47752,2020-03-22 17:58:28,120.816980,496,4.105383200275325537850722638,448,3.708088051861584356768394641,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.60653617288299609375,35.42042540925903385688897305,60.4084884375,60.4085235,0.0,-0.000002969684829717025013972884152,1.7054704380176358,0.5863484805766297875989453829,2.962984375E-9,0.00005443330207694550657683222136,15.088993375,15.089015,15.088892,-1.191825546579819456244007484,1.862370940799201,0.000003607483993407579223410734738,True
192.168.20.144,1.1.1.1,47744,443,2020-03-22 17:58:28,97.803401,584,5.971162495668223234895481804,733,7.494626899528780190373952333,97.6326530612245,9.880923694737476,62.714285714285715,62.0,56,0.2168680994873404,0.6795200450603324,0.15755459194342217,1220.172616304800095238095238,34.93096930096272171349634442,62.809823,75.519991,0.0,-1.091595932293499135554098779,1.7981127995285524,0.5561386361646445288262688532,2.409859375E-9,0.00004909031854653216649872375019,0.014979125,0.0149735,0.014914,0.3437541352273845064780857948,1.326636329284927,0.003277248740933276576483856713,True
192.168.20.144,1.1.1.1,47756,443,2020-03-22 17:58:29,106.336606,15629,146.9766676585483648029917374,25812,242.7386106342344610848309377,31101.64693988306,176.35659029331185,122.60650887573965,87.0,56,0.605701927268833,0.3776808610608845,1.438395007821708,416.4634579372212059889359607,20.40743633916865134242150526,32.38308174852071005917159763,33.626927,0.0,-0.1828517650340926356594068085,1.586827527491379,0.6301882105491977280116517861,0.00007888467919068987889273356397,0.008881704745750664666863459585,0.008174522058823529411764705882,0.004886,8e-06,1.110773940238290310953646668,0.9194768676284466,1.086510585186299248196225273,True
192.168.20.144,1.1.1.1,47748,443,2020-03-22 17:58:31,105.743035,448,4.236685659722174609419901746,496,4.690616266120979031857748361,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.686308079514109375,34.60760477235479105752418934,52.871521875,52.871479,0.0,0.000003716668658408514929402298624,1.527742882605813,0.6545604050168035957925447808,2.11194375E-8,0.0001453252816959251588018198064,0.01503125,0.0149795,0.014954,1.068293129648570465192670256,0.5315661466367227,0.009668210008876517841285309365,True
1.1.1.1,192.168.20.144,443,47750,2020-03-22 17:59:28,120.817006,496,4.105382316790733913733965564,448,3.708087253875501599501646316,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.6062946956529375,35.42042200053032876767700215,60.40851025,60.4084905,0.0,0.000001672763808379044304748476810,1.705471217962777,0.5863482124280714035267407070,2.70900E-9,0.00005204805471869241723697498283,15.0889685,15.088970,15.088885,-0.08645856265563524457969266251,1.6042866626210575,0.000003449411052762978280256531971,True
192.168.20.144,1.1.1.1,47754,443,2020-03-22 17:59:29,105.743034,448,4.236685699788035209960024412,496,4.690616310479610411027169884,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.690403549334734375,34.60766394238904323412261603,52.871539125,52.8715025,0.0,0.000003174874796025168720167873025,1.5277407690104308,0.6545613105865686907809044424,4.90689375E-8,0.0002215150954224113368471991999,0.01508225,0.0150155,0.014928,0.9040015969030890510651802840,0.6963408056045013,0.01468713855176855819570682093,True
192.168.20.144,1.1.1.1,47746,443,2020-03-22 17:59:30,97.900532,640,6.537247417613624408087996907,733,7.487191182985604204888283957,95.15082644628097,9.754528509686205,62.40909090909091,62.0,56,0.1258156892005639,0.6570374880473933,0.15629980132053642,1220.153908861018423553719008,34.93070152260069373417719153,64.43507340909090909090909091,75.5275125,0.0,-0.9526667321924910005672469920,1.8446544329320278,0.5421069562663437375274322304,0.00003606713189,0.006005591718556964974461971077,0.0120209,0.0150005,0.015003,-1.488412869023309480395743968,-0.4965539017222013,0.4995958471126924751442879549,True
192.168.20.144,1.1.1.1,47758,443,2020-03-22 17:59:30,107.790430,15947,147.9444882073482775790021433,25436,235.9764220255916967767917801,33552.728217085205,183.1740380542101,124.64759036144578,87.0,56,0.6165872210062437,0.3747670308012188,1.4695353317545308,386.3261153315832314831615623,19.65518036883872585855626530,30.90603397891566265060240964,30.519378,0.0,0.05901588868581426186486768391,1.5724116186648693,0.6359657917365794379895860006,0.0001893743632923334775086505192,0.01376133581060841191725414170,0.009198095588235294117647058824,0.006037,8e-06,0.6891254522976872414016116513,0.6678200223230353,1.496107066794312458178733666,True
192.168.20.144,1.1.1.1,47760,443,2020-03-22 18:00:31,107.511595,12723,118.3407240865508506315063040,24565,228.4869831946963487984714579,36459.57042084069,190.94389338452459,132.69750889679716,87.0,62,0.717972825736371,0.3702527881026593,1.4389410545229404,432.5657152712714666987500157,20.79821423274775931546887991,29.99109351957295373665480427,29.693923,0.0,0.04286481275469961448761640555,1.4420032981654056,0.6934796898677373477021748267,0.00008736917287690948112612043935,0.009347147847172926852661697053,0.01213376404494382022471910112,0.014987,0.014986,-0.9157561220942331481496742957,-0.3051450561915362,0.7703419823025085446283617892,True
192.168.20.144,1.1.1.1,47756,443,2020-03-22 18:00:31,120.831984,504,4.171081060789335379943773827,496,4.104873424903790373912920274,8.96885813148789,2.994805190907731,58.8235294117647,56.0,56,2.828427124746187,0.9428090415820624,0.05091168824543143,1383.017338203645474048442906,37.18894107397581539866948137,56.87131576470588235294117647,60.415994,0.0,-0.2859461549262522148827172254,1.5292534318623947,0.6539138504872631726380450930,0.0001456488254375,0.01206850551797943207121793259,0.01955175,0.014992,0.014976,1.133466772635676485080462834,0.3791480223614377,0.6172596068372105858154862143,True
192.168.20.144,1.1.1.1,47748,443,2020-03-22 18:00:32,98.017756,640,6.529429218926415740429723774,733,7.478236902301660527710918010,95.15082644628097,9.754528509686205,62.40909090909091,62.0,56,0.1258156892005639,0.6570374880473933,0.15629980132053642,1223.009803881153685950413223,34.97155706972673079852573100,64.47770136363636363636363636,75.5275225,0.0,-0.9478978400360353293452862168,1.8437183461714308,0.5423821930700792574692760992,0.0000359657108,0.005997141885931997857353626710,0.012007,0.014983,5e-06,-1.488709150094174612293584345,2.001286650921851,0.4994704660558006044268865420,True
192.168.20.144,1.1.1.1,47752,443,2020-03-22 18:00:44,105.744334,448,4.236633614809092277227827639,496,4.690558644967209306930809172,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.695296255433875,34.60773463050469408750990073,52.871591,52.8715275,0.0,0.000005504549836442787305409470951,1.527739147462047,0.6545620053405371154333127734,1.9263725E-7,0.0004389046023909979461175945999,0.0151915,0.0150315,0.014941,1.093631730870737690329598289,0.570739059548168,0.02889145919698502097341240825,True
1.1.1.1,192.168.20.144,443,47750,2020-03-22 18:01:29,98.054251,733,7.475453562946495812812847859,584,5.955886604039227223305188472,97.6326530612245,9.880923694737476,62.714285714285715,62.0,56,0.2168680994873404,0.6795200450603324,0.15755459194342217,1075.047500201222439909297052,32.78791698478606371484094575,67.55271019047619047619047619,75.520044,0.0,-0.7289881037475545376817558903,2.060292827440711,0.4853678985245008738281532588,50.5946028868248395061728395,7.112988323259418897481686568,10.05933922222222222222222222,15.088932,5e-06,-2.121299466216349665808244809,1.414220544876796,0.7071029384858620002059907682,True
